Local Government Area,Total cases,Date
Aurukun Shire,136,2022-09-09
Balonne Shire,457,2022-09-09
Banana Shire,809,2022-09-09
Barcaldine Regional,164,2022-09-09
Barcoo Shire,4,2022-09-09
Blackall Tambo Regional,83,2022-09-09
Boulia Shire,14,2022-09-09
Brisbane City,168373,2022-09-09
Bulloo Shire,12,2022-09-09
Bundaberg Regional,10488,2022-09-09
Burdekin Shire,1466,2022-09-09
Burke Shire,28,2022-09-09
Cairns Regional,48890,2022-09-09
Carpentaria Shire,170,2022-09-09
Cassowary Coast Regional,5718,2022-09-09
Central Highlands Regional,2172,2022-09-09
Charters Towers Regional,1189,2022-09-09
Cherbourg Aboriginal Shire,391,2022-09-09
Cloncurry Shire,183,2022-09-09
Cook Shire,1164,2022-09-09
Croydon Shire,23,2022-09-09
Diamantina Shire,32,2022-09-09
Doomadgee Aboriginal Shire,175,2022-09-09
Douglas Shire,3033,2022-09-09
Etheridge Shire,68,2022-09-09
Flinders Shire,181,2022-09-09
Fraser Coast Regional,12406,2022-09-09
Gladstone Regional,4819,2022-09-09
Gold Coast City,92384,2022-09-09
Goondiwindi Regional,791,2022-09-09
Gympie Regional,4147,2022-09-09
Hinchinbrook Shire,616,2022-09-09
Hope Vale Aboriginal Shire,339,2022-09-09
Interstate/Other,20951,2022-09-09
Ipswich City,33277,2022-09-09
Isaac Regional,1087,2022-09-09
Kowanyama Aboriginal Shire,196,2022-09-09
Livingstone Shire,2989,2022-09-09
Lockhart River Aboriginal Shire,157,2022-09-09
Lockyer Valley Regional,3284,2022-09-09
Logan City,43527,2022-09-09
Longreach Regional,154,2022-09-09
Mackay Regional,13298,2022-09-09
Mapoon Aboriginal Shire,82,2022-09-09
Maranoa Regional,1206,2022-09-09
Mareeba Shire,5525,2022-09-09
McKinlay Shire,22,2022-09-09
Moreton Bay Regional,61462,2022-09-09
Mornington Shire,136,2022-09-09
Mount Isa City,2048,2022-09-09
Murweh Shire,348,2022-09-09
Napranum Aboriginal Shire,277,2022-09-09
Noosa Shire,6587,2022-09-09
North Burnett Regional,717,2022-09-09
Northern Peninsula Area Regional,774,2022-09-09
Not Supplied,918241,2022-09-09
Palm Island Aboriginal Shire,763,2022-09-09
Paroo Shire,94,2022-09-09
Pormpuraaw Aboriginal Shire,228,2022-09-09
Quilpie Shire,45,2022-09-09
Redland City,18597,2022-09-09
Richmond Shire,51,2022-09-09
Rockhampton Regional,6975,2022-09-09
Scenic Rim Regional,3165,2022-09-09
Somerset Regional,1983,2022-09-09
South Burnett Regional,1735,2022-09-09
Southern Downs Regional,3197,2022-09-09
Sunshine Coast Regional,43128,2022-09-09
Tablelands Regional,4796,2022-09-09
Toowoomba Regional,18500,2022-09-09
Torres Shire,1364,2022-09-09
Torres Strait Island Regional,1050,2022-09-09
Townsville City,28889,2022-09-09
Weipa Town,1507,2022-09-09
Western Downs Regional,1733,2022-09-09
Whitsunday Regional,3213,2022-09-09
Winton Shire,46,2022-09-09
Woorabinda Aboriginal Shire,331,2022-09-09
Wujal Wujal Aboriginal Shire,111,2022-09-09
Yarrabah Aboriginal Shire,1263,2022-09-09
Total cases,1620034,2022-09-09
